epoch,loss,val_loss
0,0.38891928593317665,0.8574327826499939
1,0.38341022928555807,0.8172214031219482
2,0.3502737114826838,0.7041856050491333
3,0.29851949016253154,0.5791037678718567
4,0.24154314398765564,0.44657886028289795
5,0.1806182861328125,0.30269142985343933
6,0.11927393327156703,0.16594943404197693
7,0.06322249794999758,0.07720226049423218
8,0.03282917638619741,0.07087432593107224
9,0.03616733625531197,0.0981781855225563
10,0.03924201528231303,0.08050724864006042
11,0.03088323175907135,0.05286870151758194
12,0.024026366074879964,0.04074355214834213
13,0.021865588923295338,0.03707197681069374
14,0.02148476578295231,0.03380677103996277
15,0.020128977919618287,0.028871241956949234
16,0.017694059386849405,0.02459556981921196
17,0.015908509865403174,0.022041987627744675
18,0.014451095089316367,0.020587515085935593
19,0.013354682425657908,0.018250294029712677
20,0.01214417808999618,0.014989672228693962
21,0.010961887799203396,0.012022148817777634
22,0.009944082982838155,0.010011340491473675
23,0.009077532216906548,0.00868525356054306
24,0.008239950860540073,0.007982908748090267
25,0.007537083886563778,0.00741562619805336
26,0.006846309980998436,0.006857922300696373
27,0.006164792707810799,0.006267883814871311
28,0.005649264591435592,0.005496683530509472
29,0.005137289222329855,0.005113791674375534
30,0.004703056626021862,0.005053416825830936
31,0.004321174044162035,0.0048335837200284
32,0.004046995223810275,0.004551522433757782
33,0.003839497501030564,0.004501958377659321
34,0.003574469049150745,0.005016676150262356
35,0.0034143816058834395,0.005173434503376484
36,0.0032441004955520232,0.004358552396297455
37,0.00308225741609931,0.003971828147768974
38,0.002952367983137568,0.003824756480753422
39,0.0028427308580527702,0.0036191109102219343
40,0.0027480134274810554,0.003996554762125015
41,0.002631733287125826,0.003711655270308256
42,0.0025363000109791755,0.0034230367746204138
43,0.0024650833336636426,0.0035289120860397816
44,0.0023610316527386504,0.00323334988206625
45,0.002271453741316994,0.002983067650347948
46,0.0021838210212687652,0.002932674251496792
47,0.002092322257036964,0.002837233478203416
48,0.002017624598617355,0.0028390910010784864
49,0.0019464509872098763,0.003037902759388089
50,0.0018582548480480909,0.0028924508951604366
51,0.0017884149060895045,0.002599626313894987
52,0.0017213534486169616,0.0024286808911710978
53,0.001663020090200007,0.002364346757531166
54,0.001602338704590996,0.0023020445369184017
55,0.001539596519432962,0.0022319708950817585
56,0.001502186347109576,0.0023857583291828632
57,0.0014366393287976583,0.0019283689325675368
58,0.0013936885787794986,0.0020063414704054594
59,0.0013480582662547629,0.0021776228677481413
60,0.0013094315848623712,0.0021849321201443672
61,0.001282608745774875,0.0020721242763102055
62,0.001242601937459161,0.0022228972520679235
63,0.0012044542469084262,0.001890992047265172
64,0.0011745869958152374,0.001847434090450406
65,0.0011374042990307013,0.001938102999702096
66,0.0011087937358145912,0.001858286326751113
67,0.0010811288453017672,0.0017137405229732394
68,0.001055527396965772,0.001605156809091568
69,0.0010337418061681092,0.001685362309217453
70,0.0010045409047355254,0.0018632975406944752
71,0.000985965575091541,0.0016175935743376613
72,0.0009588756210481127,0.001464680302888155
73,0.0009432652732357383,0.001509972382336855
74,0.0009196170993770162,0.0015989458188414574
75,0.0009026569896377623,0.0016196602955460548
76,0.0008822248685949793,0.0014612918021157384
77,0.0008696766531405349,0.001320080365985632
78,0.0008528265131947895,0.0015160441398620605
79,0.0008317054753812651,0.0015478301793336868
80,0.0008228135217602054,0.0014597394037991762
81,0.0008031018039522072,0.0012796289520338178
82,0.0007944034684138993,0.0012448367197066545
83,0.0007763266369389991,0.0014169232454150915
84,0.0007652489662480851,0.001444722292944789
85,0.0007516074304779371,0.0012570936232805252
86,0.0007388303502618025,0.0012223954545333982
87,0.0007277361505354444,0.001270960085093975
88,0.0007133059824506442,0.0012791849439963698
89,0.0007061788851084809,0.0012288026046007872
90,0.0006917641342928013,0.0012157995952293277
91,0.0006844959105364978,0.0012321837712079287
92,0.0006724977458361537,0.0011990099446848035
93,0.000660947582218796,0.0011636887211352587
94,0.0006559839433369538,0.0010986351408064365
95,0.0006401590595487505,0.001188955851830542
96,0.000633614727606376,0.0012641854118555784
97,0.0006233069075581928,0.001150490716099739
98,0.0006127211090642959,0.001003813580609858
99,0.0006054301280528307,0.001041532726958394
100,0.0005925304528015355,0.0011041483376175165
101,0.0005884243175387383,0.0012069970835000277
102,0.0005783192774591347,0.0010222143027931452
103,0.0005658498344322045,0.0009851257782429457
104,0.0005551790217092882,0.0010546043049544096
105,0.0005477754457388073,0.0010564300464466214
106,0.0005481495754793286,0.0010608539450913668
107,0.0005358090527200451,0.0009133482817560434
108,0.0005310086203583826,0.0009845548775047064
109,0.0005227626417763532,0.0010560646187514067
