epoch,loss,val_loss
0,0.385430708527565,0.7777529954910278
1,0.33817005902528763,0.630046546459198
2,0.27543290704488754,0.4422670602798462
3,0.18069881573319435,0.21835334599018097
4,0.07751775998622179,0.031798239797353745
5,0.014163570362143219,0.04265395179390907
6,0.02915974473580718,0.10629250854253769
7,0.029053717851638794,0.03803130239248276
8,0.009012785973027349,0.0011143242008984089
9,0.006578444154001772,0.003944067284464836
10,0.010551252635195851,0.004602643661201
11,0.009167525451630354,0.0009132849518209696
12,0.005607096245512366,0.0027032457292079926
13,0.004298008396290243,0.010104188695549965
14,0.004690083442255855,0.013072595000267029
15,0.004486650170292705,0.009792911820113659
16,0.00376981362933293,0.004845554940402508
17,0.0034391145454719663,0.0025642705149948597
18,0.0034614491160027683,0.0022787500638514757
19,0.0033161138999275863,0.0031378529965877533
20,0.003032535343663767,0.005112026818096638
21,0.002942179620731622,0.007106097415089607
22,0.0028132902807556093,0.0069312239065766335
23,0.002660839876625687,0.006123585160821676
24,0.0025246648001484573,0.004656278062611818
25,0.00243829024839215,0.0037751272320747375
26,0.002334269869606942,0.003971457481384277
27,0.0022311091306619346,0.004639098420739174
28,0.0021143046324141324,0.0047194198705255985
29,0.0020365089585538954,0.004861414432525635
30,0.0019533803570084274,0.004278912208974361
31,0.0018585962534416467,0.004241423215717077
32,0.001785272965207696,0.003945080563426018
33,0.0017023756518028677,0.0039708372205495834
34,0.0016144104592967778,0.004113019444048405
35,0.0015459905553143471,0.003877142444252968
36,0.0014842532109469175,0.003552548121660948
37,0.001412384823197499,0.003558003343641758
38,0.0013323204184416682,0.003479765262454748
39,0.0012816122616641223,0.003228651825338602
40,0.001210297123179771,0.003370248479768634
41,0.00115185632603243,0.0034037521108984947
42,0.0010892702703131363,0.003237648867070675
43,0.0010311066580470651,0.002888795454055071
44,0.0009828568727243692,0.0025821782182902098
45,0.0009298679215135053,0.0027058166451752186
46,0.0008793007582426071,0.0027337693609297276
47,0.0008303093927679583,0.0025836105924099684
48,0.000785803233156912,0.0025812138337641954
49,0.0007403323543258011,0.0025669154711067677
50,0.0007131692545954138,0.0026244274340569973
51,0.0006590998091269284,0.0022226227447390556
52,0.0006342546694213524,0.0018033337546512485
53,0.0005889588137506507,0.001963920658454299
54,0.0005465646390803158,0.0021067135967314243
55,0.0005206053465371951,0.0021990728564560413
56,0.0004853229766013101,0.001955111511051655
57,0.00045806860725861043,0.0017320828046649694
58,0.000428559462307021,0.0017593222437426448
59,0.0004001144079666119,0.0016842407640069723
60,0.0003797436802415177,0.0015722897369414568
61,0.0003578541218303144,0.0014659075532108545
62,0.00032866244146134704,0.001565487589687109
63,0.0003111752957920544,0.0015289175789803267
64,0.00029251588421175256,0.001443661516532302
65,0.00028208026196807623,0.0015179126057773829
66,0.00025890107644954696,0.0012816053349524736
67,0.00024116007261909544,0.0012222537770867348
68,0.00022985479517956264,0.0011918848613277078
69,0.0002172975400753785,0.0010974365286529064
70,0.0002056743214779999,0.0012103428598493338
71,0.00019171161693520844,0.0011846066918224096
72,0.00018283061581314541,0.0010810998501256108
73,0.00017033587209880352,0.0009660120704211295
74,0.00016190734822885133,0.0009486107155680656
75,0.00015501959569519386,0.0009762102854438126
76,0.00014463661864283495,0.0010311035439372063
77,0.00014130883755569812,0.0010601761750876904
78,0.00013217792911746074,0.000902885920368135
79,0.0001239394368894864,0.0008102814899757504
80,0.00012094959129171912,0.0007879097247496247
81,0.000115165465103928,0.0007660671835765243
82,0.00010863977331609931,0.0007950998260639608
83,0.00010277633919031359,0.0008406194392591715
84,9.93885078059975e-05,0.0007757011917419732
85,9.170985140372068e-05,0.0006398324621841311
86,9.253383996110642e-05,0.0005881795659661293
87,8.755460112297442e-05,0.0005963562289252877
88,8.59662686707452e-05,0.0007345027988776565
89,8.190973858290818e-05,0.0006607533432543278
90,7.971219110913808e-05,0.0004970438312739134
91,7.792701580910943e-05,0.0004990985617041588
92,7.943613309180364e-05,0.0006185822421684861
93,7.550620921392692e-05,0.0005218387232162058
94,7.29104704078054e-05,0.0004915011813864112
95,7.264030864462256e-05,0.00043428948265500367
96,7.109561738616321e-05,0.0005098275141790509
97,6.999735978752142e-05,0.0005028023733757436
98,6.877451414766256e-05,0.0005272938287816942
99,6.898252468090504e-05,0.0004683752194978297
100,6.839101752120769e-05,0.0005037900991737843
101,6.938769911357667e-05,0.0004167714505456388
102,6.718851545883808e-05,0.0004821623442694545
103,6.573545397259295e-05,0.0004916425095871091
104,6.505764667963376e-05,0.00047303084284067154
105,6.447354280680884e-05,0.00044328573858365417
106,6.421731541195186e-05,0.0004349729570094496
107,6.340715663100127e-05,0.0004606971924658865
108,6.413786741177319e-05,0.0004580589011311531
109,6.285114886850351e-05,0.0004697028489317745
110,6.211824893398443e-05,0.0004439842305146158
111,6.114101142884465e-05,0.0004420359618961811
112,6.194500110723311e-05,0.00047814971185289323
113,6.128640961833298e-05,0.0004145579878240824
114,5.984061863273382e-05,0.00044383478234522045
115,5.9642015912686475e-05,0.0004483531811274588
116,5.890349166293163e-05,0.00046779081458225846
