epoch,loss,val_loss
0,0.2442173876545646,0.4756454527378082
1,0.22595751375863046,0.4334750473499298
2,0.20750658078627152,0.3934650123119354
3,0.19132195379246364,0.35516083240509033
4,0.17459343418930517,0.3209274411201477
5,0.15976198717500223,0.287423312664032
6,0.14598454489852442,0.25655683875083923
7,0.1323214830322699,0.22840166091918945
8,0.12054284745262879,0.2026256024837494
9,0.10922788851188892,0.17955486476421356
10,0.09890542709917734,0.1576702892780304
11,0.08867521900119203,0.13819299638271332
12,0.0800456866396196,0.11933580040931702
13,0.07101889044949503,0.10192744433879852
14,0.06277873660578873,0.08545635640621185
15,0.055029383888750366,0.07101099193096161
16,0.04777153739423463,0.05850251764059067
17,0.04184447793346463,0.04707486182451248
18,0.03590327839959751,0.037616267800331116
19,0.031101217436971085,0.029726361855864525
20,0.02673855068331415,0.02308407425880432
21,0.022889711640097878,0.017641620710492134
22,0.019638191739266567,0.013182731345295906
23,0.0168752201804609,0.009652335196733475
24,0.014499189162796194,0.006796672008931637
25,0.012371674998465813,0.004545155912637711
26,0.01059601835511399,0.00285972747951746
27,0.009115719222322557,0.0016722541768103838
28,0.00783860430855191,0.0009023837628774345
29,0.006849061923496651,0.00044751085806638
30,0.006006838875526393,0.00024588051019236445
31,0.005333223168484189,0.0002489748294465244
32,0.0047571257278887615,0.00039068915066309273
33,0.00432977784481464,0.0006516808643937111
34,0.003948601781193054,0.0009860126301646233
35,0.0036667558773787637,0.0013727686600759625
36,0.003446677283412128,0.0017698036972433329
37,0.0032805005286001797,0.002152575645595789
38,0.0031674521054479887,0.0024926988407969475
39,0.003056373799953497,0.0027683735825121403
40,0.0029904939071980843,0.0031096627935767174
41,0.0029155702443059645,0.003440035739913583
42,0.002864338006034042,0.0038057698402553797
43,0.0028124447545093117,0.004070868715643883
44,0.002782241271978075,0.004271606914699078
45,0.002753077187772953,0.0043825749307870865
46,0.0027300502688652186,0.004557284526526928
47,0.002711246703807829,0.004736792296171188
48,0.002691112289374525,0.004801229573786259
49,0.002672298867819887,0.0049723368138074875
50,0.0026653932802604904,0.005204212851822376
51,0.002643738238310272,0.005321080796420574
52,0.0026291409422728148,0.005483454558998346
53,0.0026157984481842227,0.005629251711070538
54,0.002606875291376403,0.005671012215316296
55,0.0025951238490189567,0.005757179111242294
56,0.0025859149031792626,0.005719349719583988
57,0.0025731901017328105,0.005706876516342163
58,0.0025610312904146585,0.0056258561089634895
59,0.0025491820944642477,0.00544556463137269
60,0.0025376809732706256,0.0052346885204315186
61,0.002525364648494305,0.005085051991045475
62,0.002516955758134524,0.004945341031998396
63,0.002505135821234999,0.0049259294755756855
64,0.0024940287835444465,0.004908967763185501
65,0.0024838669253795438,0.004926331341266632
66,0.002477733072627223,0.00503231817856431
67,0.002461199507568822,0.005071485415101051
68,0.0024516328915276313,0.005147966090589762
69,0.002443652735867848,0.005217568948864937
70,0.0024326304009071355,0.005250174086540937
71,0.0024253481850874696,0.005282443482428789
72,0.0024187917764665503,0.005274871364235878
73,0.002407293054134105,0.005129585973918438
74,0.0023977690522742428,0.0050511714071035385
75,0.0023861016732443013,0.004952817223966122
76,0.0023777036165649242,0.004776368848979473
77,0.0023671916551944432,0.00468961987644434
78,0.0023580471117218785,0.004642382729798555
79,0.002351494569500739,0.0045744990929961205
80,0.002343119901717838,0.004648669622838497
81,0.0023327395743267102,0.0046102325432002544
82,0.0023247896425538893,0.004666696768254042
83,0.0023155736756355814,0.0047131129540503025
84,0.002307276939973235,0.004717733711004257
85,0.0023024301326861887,0.0046320813708007336
86,0.002289660465480252,0.004646478220820427
87,0.002282101773854458,0.004562067799270153
88,0.0022727238564667377,0.0044981869868934155
89,0.0022641727418610544,0.004306120797991753
90,0.0022558868919132333,0.004260976333171129
91,0.002248088758664601,0.004297356586903334
92,0.002238691925550952,0.004318345338106155
93,0.00223309362561188,0.004316120408475399
94,0.0022242264301784226,0.004166389349848032
95,0.0022204542835948596,0.004014698788523674
96,0.0022122927546275387,0.004012801684439182
